brand,service tag,s/n monitor,s/n ups,color sticker,type
dell,4DGH264,3NZDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,4FGH264,3WWDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,4GGH264,42XDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,5DGH264,4DVDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,5FGH264,4DXDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,6DGH264,5BVDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,6FGH264,5XWDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,7DGH264,67XDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,7FGH264,6LXDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,8DGH264,6TVDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,8FGH264,6VYDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,9DGH264,6ZYDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,9FGH264,71WDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,BDGH264,7DZDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,BFGH264,87VDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,CDGH264,9KYDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,CFGH264,9PVDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,DDGH264,9TYDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,DFGH264,C7VDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,FCGH264,CLZDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,FDGH264,CNYDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,FFGH264,D3XDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,GCGH264,DCVDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,GDGH264,DVXDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,GFGH264,F2VDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,HCGH264,G3WDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,HDGH264,G5ZDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,HFGH264,GFXDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,JCGH264,HZXDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,JDGH264,JGZDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,JFGH264,JPXDP14,2.41104E+14,ม่วง PC นขต. 40 เครื่อง,pc
dell,1H6HX64,1M8GP14,2.50104E+14,ม่วง PC ปฐมภูมิ 15 เครื่อง,pc
dell,2H6HX64,2CCGP14,2.50104E+14,ม่วง PC ปฐมภูมิ 15 เครื่อง,pc
dell,3H6HX64 ,2TBGP14,2.50104E+14,ม่วง PC ปฐมภูมิ 15 เครื่อง,pc
dell,4H6HX64 ,4JBGP14 ,2.50104E+14,ม่วง PC ปฐมภูมิ 15 เครื่อง,pc
dell,5H6HX64,4WCGP14,2.50104E+14,ม่วง PC ปฐมภูมิ 15 เครื่อง,pc
dell,6H6HX64,6X8GP14,2.50104E+14,ม่วง PC ปฐมภูมิ 15 เครื่อง,pc
dell,7H6HX64,92BGP14,2.50104E+14,ม่วง PC ปฐมภูมิ 15 เครื่อง,pc
dell,8H6HX64,9MDGP14,2.50104E+14,ม่วง PC ปฐมภูมิ 15 เครื่อง,pc
dell,9H6HX64,B99GP14,2.50104E+14,ม่วง PC ปฐมภูมิ 15 เครื่อง,pc
dell,CG6HX64,CCCGP14,2.50104E+14,ม่วง PC ปฐมภูมิ 15 เครื่อง,pc
dell,DG6HX64,DTCGP14,2.50104E+14,ม่วง PC ปฐมภูมิ 15 เครื่อง,pc
dell,FG6HX64,F2CGP14,2.50104E+14,ม่วง PC ปฐมภูมิ 15 เครื่อง,pc
dell,GG6HX64,H3CGP14,2.50104E+14,ม่วง PC ปฐมภูมิ 15 เครื่อง,pc
dell,HG6HX64,HNCGP14,2.50104E+14,ม่วง PC ปฐมภูมิ 15 เครื่อง,pc
dell,JG6HX64,JL8GP14,2.50104E+14,ม่วง PC ปฐมภูมิ 15 เครื่อง,pc
